交易日期,公司ID,通路名稱,商店通稱,卡機號碼,支付工具,筆數,金額
2026-02-27,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,5.0,50.0
2026-02-27,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,56.0,560.0
2026-02-28,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,43.0,430.0
2026-02-28,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,3.0,30.0
2026-02-28,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,21.0,210.0
2026-02-28,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,57.0,570.0
2026-02-28,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,9.0,90.0
2026-02-28,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,12.0,120.0
2026-02-28,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,17.0,170.0
2026-02-28,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,9.0,90.0
2026-02-28,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,92.0,920.0
2026-02-28,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,一卡通,1.0,10.0
2026-02-28,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,4.0,40.0
2026-02-28,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,26.0,260.0
2026-02-28,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,66.0,660.0
2026-02-28,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,45.0,450.0
2026-02-28,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,84.0,840.0
2026-02-28,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,64.0,640.0
2026-02-28,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,30.0,300.0
2026-02-28,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,21.0,210.0
2026-02-28,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,25.0,250.0
2026-02-28,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,52.0,520.0
2026-02-28,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,56.0,560.0
2026-02-28,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,55.0,550.0
2026-02-28,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,12.0,120.0
2026-02-28,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,25.0,250.0
2026-03-01,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,9.0,90.0
2026-03-01,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,55.0,550.0
2026-03-01,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,12.0,120.0
2026-03-01,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,14.0,140.0
2026-03-01,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,10.0,100.0
2026-03-01,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,12.0,120.0
2026-03-01,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,23.0,230.0
2026-03-01,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,5.0,50.0
2026-03-01,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,45.0,450.0
2026-03-01,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,48.0,480.0
2026-03-01,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,64.0,640.0
2026-03-01,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,19.0,190.0
2026-03-01,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,56.0,560.0
2026-03-01,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,111.0,1110.0
2026-03-01,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,76.0,760.0
2026-03-01,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,32.0,320.0
2026-03-01,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,18.0,180.0
2026-03-01,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,26.0,260.0
2026-03-01,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,31.0,310.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,14.0,140.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,悠遊卡,1.0,10.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,一卡通,1.0,10.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,60.0,600.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,82.0,820.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,悠遊卡,5.0,50.0
2026-03-01,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,25.0,250.0
2026-03-02,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,13.0,130.0
2026-03-02,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,3.0,30.0
2026-03-02,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,22.0,220.0
2026-03-02,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,28.0,280.0
2026-03-02,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,7.0,70.0
2026-03-02,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,8.0,80.0
2026-03-02,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,20.0,200.0
2026-03-02,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,3.0,30.0
2026-03-02,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,83.0,830.0
2026-03-02,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,47.0,470.0
2026-03-02,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,46.0,460.0
2026-03-02,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,55.0,550.0
2026-03-02,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,20.0,200.0
2026-03-02,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,11.0,110.0
2026-03-02,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,18.0,180.0
2026-03-02,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,50.0,500.0
2026-03-02,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,24.0,240.0
2026-03-02,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,28.0,280.0
2026-03-02,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,16.0,160.0
2026-03-02,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,1.0,10.0
2026-03-02,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,17.0,170.0
2026-03-02,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,39.0,390.0
2026-03-02,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,悠遊卡,12.0,120.0
2026-03-02,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,26.0,260.0
2026-03-03,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,5.0,50.0
2026-03-03,1948,希利創新_7-11 科有,科有,TV1Q05751,悠遊卡,3.0,30.0
2026-03-03,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,11.0,110.0
2026-03-03,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,21.0,210.0
2026-03-03,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,15.0,150.0
2026-03-03,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,5.0,50.0
2026-03-03,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,10.0,100.0
2026-03-03,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,37.0,370.0
2026-03-03,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,7.0,70.0
2026-03-03,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,39.0,390.0
2026-03-03,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,55.0,550.0
2026-03-03,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,25.0,250.0
2026-03-03,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,71.0,710.0
2026-03-03,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,5.0,50.0
2026-03-03,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,29.0,290.0
2026-03-03,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,4.0,40.0
2026-03-03,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,37.0,370.0
2026-03-03,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,8.0,80.0
2026-03-03,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,25.0,250.0
2026-03-03,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,2.0,20.0
2026-03-03,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,11.0,110.0
2026-03-03,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,86.0,860.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,13.0,130.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,悠遊卡,2.0,20.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,14.0,140.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,25.0,250.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,悠遊卡,30.0,300.0
2026-03-03,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,52.0,520.0
2026-03-04,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,15.0,150.0
2026-03-04,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,39.0,390.0
2026-03-04,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,45.0,450.0
2026-03-04,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,33.0,330.0
2026-03-04,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,11.0,110.0
2026-03-04,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,9.0,90.0
2026-03-04,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,1.0,10.0
2026-03-04,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,5.0,50.0
2026-03-04,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,1.0,10.0
2026-03-04,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,3.0,30.0
2026-03-04,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,12.0,120.0
2026-03-04,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,23.0,230.0
2026-03-04,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,23.0,230.0
2026-03-04,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,10.0,100.0
2026-03-04,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,39.0,390.0
2026-03-04,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,31.0,310.0
2026-03-04,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,25.0,250.0
2026-03-04,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,10.0,100.0
2026-03-04,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,10.0,100.0
2026-03-04,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,5.0,50.0
2026-03-04,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,10.0,100.0
2026-03-04,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,5.0,50.0
2026-03-04,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,41.0,410.0
2026-03-04,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,30.0,300.0
2026-03-04,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,6.0,60.0
2026-03-04,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,12.0,120.0
2026-03-04,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,11.0,110.0
2026-03-05,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,9.0,90.0
2026-03-05,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,悠遊卡,10.0,100.0
2026-03-05,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,6.0,60.0
2026-03-05,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,3.0,30.0
2026-03-05,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,58.0,580.0
2026-03-05,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,39.0,390.0
2026-03-05,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,15.0,150.0
2026-03-05,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,15.0,150.0
2026-03-05,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,21.0,210.0
2026-03-05,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,5.0,50.0
2026-03-05,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,14.0,140.0
2026-03-05,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,1.0,10.0
2026-03-05,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,28.0,280.0
2026-03-05,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,36.0,360.0
2026-03-05,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,64.0,640.0
2026-03-05,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,55.0,550.0
2026-03-05,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,25.0,250.0
2026-03-05,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,27.0,270.0
2026-03-05,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,132.0,1320.0
2026-03-05,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,31.0,310.0
2026-03-05,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,47.0,470.0
2026-03-05,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,28.0,280.0
2026-03-05,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,2.0,20.0
2026-03-05,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,2.0,20.0
2026-03-05,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,2.0,20.0
2026-03-05,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,24.0,240.0
2026-03-05,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,5.0,50.0
2026-03-05,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,58.0,580.0
2026-03-05,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,27.0,270.0
2026-03-05,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,13.0,130.0
2026-03-06,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,3.0,30.0
2026-03-06,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,5.0,50.0
2026-03-06,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,27.0,270.0
2026-03-06,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,10.0,100.0
2026-03-06,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,3.0,30.0
2026-03-06,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,36.0,360.0
2026-03-06,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,25.0,250.0
2026-03-06,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,17.0,170.0
2026-03-06,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,2.0,20.0
2026-03-06,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,11.0,110.0
2026-03-06,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,7.0,70.0
2026-03-06,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,27.0,270.0
2026-03-06,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,54.0,540.0
2026-03-06,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,52.0,520.0
2026-03-06,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,41.0,410.0
2026-03-06,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,34.0,340.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,17.0,170.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q01924,一卡通,42.0,420.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,30.0,300.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,31.0,310.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,27.0,270.0
2026-03-06,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,37.0,370.0
2026-03-06,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,28.0,280.0
2026-03-06,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,11.0,110.0
2026-03-06,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,30.0,300.0
2026-03-06,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,30.0,300.0
2026-03-06,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,101.0,1010.0
2026-03-06,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,35.0,350.0
2026-03-06,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,25.0,250.0
2026-03-07,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,14.0,140.0
2026-03-07,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,23.0,230.0
2026-03-07,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,悠遊卡,1.0,10.0
2026-03-07,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,96.0,960.0
2026-03-07,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,98.0,980.0
2026-03-07,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,20.0,200.0
2026-03-07,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,58.0,580.0
2026-03-07,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,34.0,340.0
2026-03-07,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,53.0,530.0
2026-03-07,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,16.0,160.0
2026-03-07,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,19.0,190.0
2026-03-07,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,33.0,330.0
2026-03-07,1949,希利創新_7-11 十興,十興,TV1Q05747,悠遊卡,35.0,350.0
2026-03-07,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,19.0,190.0
2026-03-07,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,71.0,710.0
2026-03-07,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,81.0,810.0
2026-03-07,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,126.0,1260.0
2026-03-07,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,60.0,600.0
2026-03-07,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,64.0,640.0
2026-03-07,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,60.0,600.0
2026-03-07,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,54.0,540.0
2026-03-07,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,17.0,170.0
2026-03-07,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,47.0,470.0
2026-03-07,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,3.0,30.0
2026-03-07,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,1.0,10.0
2026-03-07,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,27.0,270.0
2026-03-07,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,50.0,500.0
2026-03-07,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,71.0,710.0
2026-03-07,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,106.0,1060.0
2026-03-07,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,26.0,260.0
2026-03-07,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,69.0,690.0
2026-03-08,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,20.0,200.0
2026-03-08,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,34.0,340.0
2026-03-08,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,55.0,550.0
2026-03-08,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,64.0,640.0
2026-03-08,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,33.0,330.0
2026-03-08,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,30.0,300.0
2026-03-08,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,56.0,560.0
2026-03-08,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,16.0,160.0
2026-03-08,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,19.0,190.0
2026-03-08,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,4.0,40.0
2026-03-08,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,15.0,150.0
2026-03-08,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,8.0,80.0
2026-03-08,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,76.0,760.0
2026-03-08,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,21.0,210.0
2026-03-08,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,77.0,770.0
2026-03-08,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,47.0,470.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,38.0,380.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,69.0,690.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,4.0,40.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,39.0,390.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,11.0,110.0
2026-03-08,1951,希利創新_7-11 超全,超全,TV1Q05801,一卡通,1.0,10.0
2026-03-08,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,13.0,130.0
2026-03-08,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,78.0,780.0
2026-03-08,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,14.0,140.0
2026-03-08,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,48.0,480.0
2026-03-08,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,94.0,940.0
2026-03-08,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,60.0,600.0
2026-03-08,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,50.0,500.0
2026-03-08,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,47.0,470.0
2026-03-09,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,5.0,50.0
2026-03-09,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,9.0,90.0
2026-03-09,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,12.0,120.0
2026-03-09,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,36.0,360.0
2026-03-09,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,14.0,140.0
2026-03-09,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,28.0,280.0
2026-03-09,1948,希利創新_7-11 科有,科有,TV1Q05758,悠遊卡,4.0,40.0
2026-03-09,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,13.0,130.0
2026-03-09,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,8.0,80.0
2026-03-09,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,2.0,20.0
2026-03-09,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,1.0,10.0
2026-03-09,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,1.0,10.0
2026-03-09,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,38.0,380.0
2026-03-09,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,14.0,140.0
2026-03-09,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,30.0,300.0
2026-03-09,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,26.0,260.0
2026-03-09,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,85.0,850.0
2026-03-09,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,7.0,70.0
2026-03-09,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,7.0,70.0
2026-03-09,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,28.0,280.0
2026-03-09,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,4.0,40.0
2026-03-09,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,8.0,80.0
2026-03-09,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,18.0,180.0
2026-03-09,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,3.0,30.0
2026-03-09,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,51.0,510.0
2026-03-09,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,20.0,200.0
2026-03-09,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,56.0,560.0
2026-03-09,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,39.0,390.0
2026-03-09,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,28.0,280.0
2026-03-10,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,13.0,130.0
2026-03-10,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,15.0,150.0
2026-03-10,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,12.0,120.0
2026-03-10,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,8.0,80.0
2026-03-10,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,31.0,310.0
2026-03-10,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,44.0,440.0
2026-03-10,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,10.0,100.0
2026-03-10,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,13.0,130.0
2026-03-10,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,3.0,30.0
2026-03-10,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,5.0,50.0
2026-03-10,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,2.0,20.0
2026-03-10,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,10.0,100.0
2026-03-10,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,42.0,420.0
2026-03-10,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,33.0,330.0
2026-03-10,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,27.0,270.0
