交易日期,公司ID,通路名稱,商店通稱,卡機號碼,支付工具,筆數,金額
2026-02-15,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,67.0,670.0
2026-02-15,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,16.0,160.0
2026-02-15,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,73.0,730.0
2026-02-15,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,39.0,390.0
2026-02-15,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,111.0,1110.0
2026-02-15,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,44.0,440.0
2026-02-15,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,121.0,1210.0
2026-02-15,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,12.0,120.0
2026-02-15,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,102.0,1020.0
2026-02-16,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,44.0,440.0
2026-02-16,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,42.0,420.0
2026-02-16,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,72.0,720.0
2026-02-16,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,79.0,790.0
2026-02-16,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,18.0,180.0
2026-02-16,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,18.0,180.0
2026-02-16,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,34.0,340.0
2026-02-16,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,54.0,540.0
2026-02-16,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,15.0,150.0
2026-02-16,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,2.0,20.0
2026-02-16,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,25.0,250.0
2026-02-16,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,56.0,560.0
2026-02-16,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,105.0,1050.0
2026-02-16,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,111.0,1110.0
2026-02-16,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,56.0,560.0
2026-02-16,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,39.0,390.0
2026-02-16,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,126.0,1260.0
2026-02-16,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,29.0,290.0
2026-02-16,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,129.0,1290.0
2026-02-16,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,141.0,1410.0
2026-02-16,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,20.0,200.0
2026-02-16,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,2.0,20.0
2026-02-16,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,99.0,990.0
2026-02-17,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,73.0,730.0
2026-02-17,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,153.0,1530.0
2026-02-17,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,68.0,680.0
2026-02-17,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,46.0,460.0
2026-02-17,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,21.0,210.0
2026-02-17,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,9.0,90.0
2026-02-17,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,15.0,150.0
2026-02-17,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,18.0,180.0
2026-02-17,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,12.0,120.0
2026-02-17,1949,希利創新_7-11 十興,十興,TV1Q05745,悠遊卡,2.0,20.0
2026-02-17,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,14.0,140.0
2026-02-17,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,13.0,130.0
2026-02-17,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,30.0,300.0
2026-02-17,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,89.0,890.0
2026-02-17,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,137.0,1370.0
2026-02-17,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,75.0,750.0
2026-02-17,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,159.0,1590.0
2026-02-17,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,153.0,1530.0
2026-02-17,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,74.0,740.0
2026-02-17,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,130.0,1300.0
2026-02-17,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,8.0,80.0
2026-02-17,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,86.0,860.0
2026-02-17,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,2.0,20.0
2026-02-18,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,96.0,960.0
2026-02-18,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,85.0,850.0
2026-02-18,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,59.0,590.0
2026-02-18,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,39.0,390.0
2026-02-18,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,22.0,220.0
2026-02-18,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,18.0,180.0
2026-02-18,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,24.0,240.0
2026-02-18,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,23.0,230.0
2026-02-18,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,6.0,60.0
2026-02-18,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,3.0,30.0
2026-02-18,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,9.0,90.0
2026-02-18,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,53.0,530.0
2026-02-18,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,53.0,530.0
2026-02-18,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,81.0,810.0
2026-02-18,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,137.0,1370.0
2026-02-18,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,91.0,910.0
2026-02-18,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,72.0,720.0
2026-02-18,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,101.0,1010.0
2026-02-18,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,170.0,1700.0
2026-02-18,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,一卡通,1.0,10.0
2026-02-18,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,167.0,1670.0
2026-02-18,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,3.0,30.0
2026-02-19,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,66.0,660.0
2026-02-19,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,18.0,180.0
2026-02-19,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,77.0,770.0
2026-02-19,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,100.0,1000.0
2026-02-19,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,2.0,20.0
2026-02-19,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,9.0,90.0
2026-02-19,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,10.0,100.0
2026-02-19,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,19.0,190.0
2026-02-19,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,4.0,40.0
2026-02-19,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,12.0,120.0
2026-02-19,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,2.0,20.0
2026-02-19,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,9.0,90.0
2026-02-19,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,30.0,300.0
2026-02-19,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,33.0,330.0
2026-02-19,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,112.0,1120.0
2026-02-19,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,93.0,930.0
2026-02-19,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,31.0,310.0
2026-02-19,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,49.0,490.0
2026-02-19,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,71.0,710.0
2026-02-19,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,78.0,780.0
2026-02-19,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,悠遊卡,2.0,20.0
2026-02-19,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,41.0,410.0
2026-02-20,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,125.0,1250.0
2026-02-20,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,69.0,690.0
2026-02-20,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,92.0,920.0
2026-02-20,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,41.0,410.0
2026-02-20,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,3.0,30.0
2026-02-20,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,19.0,190.0
2026-02-20,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,6.0,60.0
2026-02-20,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,11.0,110.0
2026-02-20,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,1.0,10.0
2026-02-20,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,3.0,30.0
2026-02-20,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,3.0,30.0
2026-02-20,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,12.0,120.0
2026-02-20,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,76.0,760.0
2026-02-20,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,83.0,830.0
2026-02-20,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,293.0,2930.0
2026-02-20,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,96.0,960.0
2026-02-20,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,62.0,620.0
2026-02-20,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,54.0,540.0
2026-02-20,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,114.0,1140.0
2026-02-20,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,悠遊卡,1.0,10.0
2026-02-20,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,121.0,1210.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,悠遊卡,14.0,140.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,65.0,650.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,悠遊卡,9.0,90.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,168.0,1680.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,56.0,560.0
2026-02-20,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,10.0,100.0
2026-02-21,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,2.0,20.0
2026-02-21,1947,希利創新_7-11 冠亨,冠亨,TV1Q05752,現金,3.0,30.0
2026-02-21,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,21.0,210.0
2026-02-21,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,1.0,10.0
2026-02-21,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,15.0,150.0
2026-02-21,1948,希利創新_7-11 科有,科有,TV1Q05760,悠遊卡,3.0,30.0
2026-02-21,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,8.0,80.0
2026-02-21,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,5.0,50.0
2026-02-21,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,4.0,40.0
2026-02-21,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,16.0,160.0
2026-02-21,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,24.0,240.0
2026-02-21,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,24.0,240.0
2026-02-21,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,17.0,170.0
2026-02-21,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,35.0,350.0
2026-02-21,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,19.0,190.0
2026-02-21,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,92.0,920.0
2026-02-21,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,4.0,40.0
2026-02-21,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,77.0,770.0
2026-02-21,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,58.0,580.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,92.0,920.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,63.0,630.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,54.0,540.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,11.0,110.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,一卡通,3.0,30.0
2026-02-21,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,愛金卡,20.0,200.0
2026-02-22,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,24.0,240.0
2026-02-22,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,45.0,450.0
2026-02-22,1948,希利創新_7-11 科有,科有,TV1Q05758,悠遊卡,1.0,10.0
2026-02-22,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,10.0,100.0
2026-02-22,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,30.0,300.0
2026-02-22,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,2.0,20.0
2026-02-22,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,1.0,10.0
2026-02-22,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,6.0,60.0
2026-02-22,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,34.0,340.0
2026-02-22,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,61.0,610.0
2026-02-22,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,102.0,1020.0
2026-02-22,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,106.0,1060.0
2026-02-22,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,31.0,310.0
2026-02-22,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,11.0,110.0
2026-02-22,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,89.0,890.0
2026-02-22,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,34.0,340.0
2026-02-22,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,60.0,600.0
2026-02-22,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,100.0,1000.0
2026-02-22,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,4.0,40.0
2026-02-23,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,18.0,180.0
2026-02-23,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,15.0,150.0
2026-02-23,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,21.0,210.0
2026-02-23,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,3.0,30.0
2026-02-23,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,4.0,40.0
2026-02-23,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,5.0,50.0
2026-02-23,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,35.0,350.0
2026-02-23,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,25.0,250.0
2026-02-23,1949,希利創新_7-11 十興,十興,TV1Q05794,悠遊卡,1.0,10.0
2026-02-23,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,51.0,510.0
2026-02-23,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,50.0,500.0
2026-02-23,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,27.0,270.0
2026-02-23,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,20.0,200.0
2026-02-23,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,22.0,220.0
2026-02-23,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,48.0,480.0
2026-02-23,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,8.0,80.0
2026-02-23,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,5.0,50.0
2026-02-23,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,5.0,50.0
2026-02-23,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,25.0,250.0
2026-02-23,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,36.0,360.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,68.0,680.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,愛金卡,9.0,90.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,45.0,450.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,12.0,120.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,16.0,160.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,一卡通,1.0,10.0
2026-02-23,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,愛金卡,9.0,90.0
2026-02-24,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,4.0,40.0
2026-02-24,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,1.0,10.0
2026-02-24,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,21.0,210.0
2026-02-24,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,1.0,10.0
2026-02-24,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,11.0,110.0
2026-02-24,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,51.0,510.0
2026-02-24,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,19.0,190.0
2026-02-24,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,11.0,110.0
2026-02-24,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,23.0,230.0
2026-02-24,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,15.0,150.0
2026-02-24,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,59.0,590.0
2026-02-24,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,78.0,780.0
2026-02-24,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,116.0,1160.0
2026-02-24,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,30.0,300.0
2026-02-24,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,5.0,50.0
2026-02-24,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,136.0,1360.0
2026-02-24,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,33.0,330.0
2026-02-24,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,60.0,600.0
2026-02-24,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,46.0,460.0
2026-02-24,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,35.0,350.0
2026-02-24,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,4.0,40.0
2026-02-25,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,13.0,130.0
2026-02-25,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,37.0,370.0
2026-02-25,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,41.0,410.0
2026-02-25,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,17.0,170.0
2026-02-25,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,28.0,280.0
2026-02-25,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,3.0,30.0
2026-02-25,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,30.0,300.0
2026-02-25,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,7.0,70.0
2026-02-25,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,23.0,230.0
2026-02-25,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,3.0,30.0
2026-02-25,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,34.0,340.0
2026-02-25,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,24.0,240.0
2026-02-25,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,27.0,270.0
2026-02-25,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,89.0,890.0
2026-02-25,1951,希利創新_7-11 超全,超全,TV1Q01961,一卡通,3.0,30.0
2026-02-25,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,38.0,380.0
2026-02-25,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,60.0,600.0
2026-02-25,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,24.0,240.0
2026-02-25,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,58.0,580.0
2026-02-25,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,46.0,460.0
2026-02-25,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,65.0,650.0
2026-02-25,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,19.0,190.0
2026-02-25,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,4.0,40.0
2026-02-25,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,悠遊卡,13.0,130.0
2026-02-25,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,一卡通,1.0,10.0
2026-02-26,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,12.0,120.0
2026-02-26,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,21.0,210.0
2026-02-26,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,30.0,300.0
2026-02-26,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,14.0,140.0
2026-02-26,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,4.0,40.0
2026-02-26,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,11.0,110.0
2026-02-26,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,31.0,310.0
2026-02-26,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,10.0,100.0
2026-02-26,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,8.0,80.0
2026-02-26,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,9.0,90.0
2026-02-26,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,9.0,90.0
2026-02-26,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,14.0,140.0
2026-02-26,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,17.0,170.0
2026-02-26,1951,希利創新_7-11 超全,超全,TV1Q01924,悠遊卡,5.0,50.0
2026-02-26,1951,希利創新_7-11 超全,超全,TV1Q01924,一卡通,6.0,60.0
2026-02-26,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,58.0,580.0
2026-02-26,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,51.0,510.0
2026-02-26,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,27.0,270.0
2026-02-26,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,4.0,40.0
2026-02-26,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,18.0,180.0
2026-02-26,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,72.0,720.0
2026-02-26,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,38.0,380.0
2026-02-26,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,118.0,1180.0
2026-02-26,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,49.0,490.0
2026-02-26,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,89.0,890.0
2026-02-27,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,11.0,110.0
2026-02-27,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,54.0,540.0
2026-02-27,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,80.0,800.0
2026-02-27,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,29.0,290.0
2026-02-27,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,8.0,80.0
2026-02-27,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,12.0,120.0
2026-02-27,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,31.0,310.0
2026-02-27,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,27.0,270.0
2026-02-27,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,86.0,860.0
2026-02-27,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,23.0,230.0
2026-02-27,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,30.0,300.0
2026-02-27,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,34.0,340.0
2026-02-27,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,181.0,1810.0
2026-02-27,1951,希利創新_7-11 超全,超全,TV1Q01924,悠遊卡,1.0,10.0
2026-02-27,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,187.0,1870.0
2026-02-27,1951,希利創新_7-11 超全,超全,TV1Q01961,悠遊卡,2.0,20.0
2026-02-27,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,178.0,1780.0
2026-02-27,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,52.0,520.0
2026-02-27,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,102.0,1020.0
2026-02-27,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,135.0,1350.0
2026-02-27,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,12.0,120.0
2026-02-27,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,11.0,110.0
2026-02-27,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,94.0,940.0
